lat,lon,region,state,station,H,P,R,T,V,sH,sP,sR,sT,sV
-21.10472222,-42.37583332,NE,BA,BOM JESUS DA LAPA,74.21579806643804,982.3471632907253,118.13005050505048,23.228591034835933,1.1511026837679843,16.70610635883221,3.0014178244128753,70.84278566427723,3.9789171342021157,1.1110648702189094
-21.76999999,-43.36416666,N,TO,DIANOPOLIS,79.63097222544893,911.8574774013513,121.25681818181813,19.31801970778365,2.587309173345974,14.51784789361959,2.4582052981662867,62.751588015970185,3.299947495037054,1.416819845445011
-19.53916666,-49.51805554,NE,RN,CAICO,66.08977048704723,950.6111598853216,112.5048232323232,23.78240163312037,1.67474064060841,16.900091694449063,2.102835431130382,66.31422305973004,4.466154479450758,1.3537925433256728
-19.98583333,-48.15138888,N,AC,EPITACIOLANDIA,68.59843103411396,949.2832389523564,98.47031986531982,23.181407497879615,2.2382899512000427,18.748009568634522,2.1076024673449867,61.71155611023445,4.571232871511179,1.3462510507792504
-18.51222222,-54.73583333,SE,ES,SAO MATEUS,70.02277375982264,983.6761607998446,93.04869528619527,25.106536988468196,0.806196875711922,17.29243043211194,2.4191615711366894,73.93719312659927,4.638248305151728,1.031496329400496
-19.88416666,-43.96944443,CO,GO,CRISTALINA,65.02069756045711,919.3058974432018,127.24343434343429,21.999986513777788,2.0514449664367898,15.172951975011713,2.2075320582271956,79.25881249647662,3.470740370979044,1.0739146889836255
-17.7986111,-40.24972221,S,PR,IVAI,77.69480445360858,991.7538273325794,75.65294612794612,23.616825304939507,2.711208664530775,16.78727255289295,2.5136939591327403,62.51845096968163,3.4610927123732833,1.571628025917164
-18.99638888,-46.98583333,CO,MS,JUTI,72.3606422961113,906.7709326189525,107.98676767676767,20.7049578617292,1.3122569026511774,18.700353801069944,1.8819823863837677,59.640522134928595,4.388123936060278,1.2439463495009206
-20.45472222,-45.45388888,SE,RJ,XEREM,69.37133011391548,916.9412404969611,99.42517676767676,21.473902566610672,1.6820113866731017,17.2492837089107,2.167936714226151,61.02482237405579,3.974540052757956,1.3984025887255624
-19.87527777,-47.43416666,N,AM,MAUES,65.42160128537832,913.1243429383276,128.03517676767672,21.8875136857413,2.0358716078796526,16.91559212530409,1.9382514873225596,63.35770694558557,4.000155546186095,1.2742774530451948
-15.08583333,-44.01583333,NE,PE,PALMARES,60.07624286879342,954.8096145492085,60.801641414141415,24.459120247544053,1.7468556508599005,19.083811325529922,2.0754789398113234,53.17955119220056,5.347374155286613,1.3723008087924724
-17.9,-41.51666666,N,PA,PACAJA,71.35997550609288,962.6750700379961,76.85547979797978,23.151134433865625,1.6829890850176283,16.191205852521094,2.4738718598066174,57.31540630052535,3.385196067323715,1.1819769729422485
-18.20055555,-45.45972222,NE,PI,PAULISTANA,65.4536512342658,911.9939930809305,97.767803030303,22.18914329137547,2.575493314806146,16.482189708620602,1.97013070337531,59.836179251073425,3.4344370552854038,1.205412256766746
-22.3961111,-44.96166666,S,PR,CASTRO,75.72241903880456,901.414218298883,96.57015151515151,19.017600296561334,2.085380181660312,16.47229407508616,2.251899194573091,53.32501919213977,4.166633026889384,1.684194155843593
-21.91805554,-46.38305554,N,AC,MARECHAL THAUMATURGO,79.36775959034439,896.7132131228758,110.38166666666665,17.97264745719079,0.8609181905850655,18.19366545729755,2.1415795435319915,65.00569500288304,4.694068979857519,0.9649936513785681
-22.19388888,-54.91138888,N,AM,URUCARA,69.1617566562727,960.4539628663227,86.00164381914384,23.136899202548765,2.177477185128298,17.100871405860044,2.5496795078554952,69.39296044417274,4.383790481507689,1.1956238620488644
-22.31444444,-45.37277777,SE,MG,PASSA QUATRO,81.8246069487111,876.3339823345856,128.2748737373737,16.835213611270763,0.7445778759457425,16.770407582900262,2.0948799306996775,59.647020696222135,4.43475147216724,0.7702404886030898
